id_pessoa,idade_pessoa,renda_pessoa,propriedade_residencial_pessoa,tempo_emprego_pessoa,id_emprestimo,motivo_emprestimo,nota_emprestimo,quantia_emprestimo,taxa_emprestimo,status_emprestimo,percentual_renda_emprestimo,id_banco,existencia_inadimplencia_banco,tempo_primeiro_credito_banco
r5MZxvce-edRX,46.0000,70000.0000,Rent,0,a7TwQ1y6-pAhz,Medical,A,10000.0000,8.59,0,0.14,DZTg2uFp-eZgi,N,14.0000
SEfm8FmS-1gKt,27.7309,66024.5583,Rent,11,ZgS3N8MO-E8QB,Medical,D,10000.0000,9.88,0,0.23,EnhaEk39-x5Gr,N,30.0000
zAcjuUus-ywht,27.0000,192000.0000,Mortgage,11,Ma4C9jvY-S6nr,Debtconsolidation,D,15000.0000,17.58,1,0.08,JLR9Ehje-U4PB,N,8.0000
vDXwgcy3-6cma,23.0000,44004.0000,Own,7,jLmF4xcT-hTCo,Education,A,17000.0000,6.62,0,0.39,Tr7ZWGSB-euyn,N,2.0000
of5c1SJi-SYi1,28.0000,28896.0000,Rent,6,JKBNOiAS-1tdL,Personal,C,15000.0000,13.48,1,0.52,6ngFdt67-BRKK,Y,8.0000
kur9jUG8-J3en,41.0000,138550.0000,Mortgage,8,ODUZ0DSf-jwsj,Medical,D,23000.0000,14.96,1,0.14,LxudCw2E-AfGt,N,12.0000
yYyUjEHv-9D1w,28.0000,71250.0000,Rent,2,1CObaqRd-o7oy,Personal,F,21000.0000,11.013104465037149,1,0.29,EmEhYovY-cy8Q,Y,9.0000
Fv3pyY6y-Z3fw,25.0000,31000.0000,Rent,9,HHO0aNad-wMqM,Education,A,7000.0000,7.51,0,0.23,M3OPkN47-Zw3o,N,4.0000
9rpWAdiI-UMFP,26.0000,85000.0000,Mortgage,10,8SIzSf88-b6il,Debtconsolidation,C,4650.0000,13.49,0,0.05,j8Bpho1L-ZFFf,Y,3.0000
q6jTBKNI-WvmE,27.0000,36000.0000,Rent,0,DFTCjmq7-9MAW,Debtconsolidation,C,8000.0000,13.92,0,0.22,M9CE4MkL-4aut,Y,9.0000
GfkY0PuE-JpqD,29.0000,142000.0000,Own,14,LEh8RdIl-wdZ7,Education,B,24250.0000,11.48,0,0.17,IsSUXADx-EZSK,N,7.0000
cyIkfRZx-Iu7v,32.0000,50000.0000,Mortgage,0,DxE6QXWt-zQxj,Medical,A,5000.0000,8.59,0,0.1,8UFkj4m5-CXb6,N,9.0000
D0NCotUD-fHbR,26.0000,68000.0000,Rent,3,3bncH4Je-uU6a,Education,D,10000.0000,15.05,0,0.15,3I4kyHw8-r7yT,N,4.0000
5rYTDD7P-5B60,26.0000,56004.0000,Own,2,UmN65i2M-ODef,Medical,A,10000.0000,9.32,0,0.18,nJZEbfH5-Qd11,N,3.0000
4jBk61ff-Ezpd,26.0000,85757.0000,Rent,0,T0ebILA8-WUXI,Medical,B,7800.0000,11.83,0,0.09,wO2nUbtI-qRtu,N,3.0000
5pipQdEl-eiLn,22.0000,50000.0000,Own,6,lml3YDWF-QGBo,Education,B,1000.0000,9.91,0,0.02,CIOXqJH2-zgkO,N,2.0000
iYlQEvJR-dxZz,26.0000,76000.0000,Rent,6,mjZlULQk-NgHh,Debtconsolidation,C,15000.0000,13.11,0,0.2,pxpnmr1A-yl6z,N,4.0000
diE6tgYg-rnWB,23.0000,96260.0000,Mortgage,4.787874228975478,XexoiRYl-sEki,Education,D,25200.0000,15.65,0,0.26,YC0nWuWw-2FPP,N,2.0000
lBSnE6mR-kcCX,22.0000,31404.0000,Rent,0,rE80jQCS-adPv,Personal,A,5000.0000,7.51,0,0.16,lZ3pTrWG-lY5n,N,3.0000
gu6HipwQ-Lc4m,26.0000,5500.0000,Rent,0,qcSA9c6x-myIl,Education,A,1000.0000,9.63,1,0.18,275R1gA5-qlhB,N,3.0000
4OdIkGMO-Z7Oa,26.0000,43000.0000,Rent,5,ZhQ8eJ2F-JyqO,Medical,A,7800.0000,7.88,0,0.18,bP0vNebP-piLM,N,2.0000
G3RzoFBh-eMnq,29.0000,55000.0000,Rent,2,Ax3Co1Up-lWGh,Debtconsolidation,B,10000.0000,12.53,0,0.18,ypuTEwum-QuLD,N,9.0000
DxtBjsXe-7ORA,25.0000,85000.0000,Mortgage,5,R5o1tiHs-e0Kk,Debtconsolidation,C,7500.0000,11.03,0,0.09,wZhcd1Ja-TFa9,Y,3.0000
EgLZwTHy-BtPy,37.0000,66024.5583,Mortgage,8,BDhNkIzm-yWtk,Homeimprovement,B,2000.0000,11.013104465037149,0,0.04,Zv3yoHjH-QJ81,N,2.0000
dPoCyNT3-XDpo,28.0000,45000.0000,Rent,3,eZt8AeW0-8yZC,Education,C,2800.0000,11.013104465037149,0,0.06,dRb6qosN-4dMg,N,8.0000
BopwyaXj-Nx0W,23.0000,60000.0000,Rent,0,q9oB4Mcy-isNZ,Education,C,9000.0000,13.61,0,0.15,DtIw1bfx-dD3t,N,4.0000
nW3ZeRp8-1zec,32.0000,75000.0000,Rent,3,F6Ocr4hv-ombH,Homeimprovement,A,10000.0000,7.29,0,0.13,WaNiabc4-2mGI,N,10.0000
94EvpTMw-mwxq,27.0000,28968.0000,Rent,1,d6fPxy5B-6wwD,Personal,C,5000.0000,13.16,0,0.17,k5FfpUhn-T5UY,Y,5.0000
0qeINeIv-Holv,36.0000,36000.0000,Rent,20,urgbMrXT-mny9,Venture,C,12375.0000,14.27,1,0.34,whu9BrqA-HPfA,N,16.0000
X2FU3BkJ-8hvb,41.0000,82000.0000,Mortgage,18,qLNvitAT-BkDF,Homeimprovement,A,12000.0000,7.51,0,0.15,ygcSGn0L-P4nX,N,17.0000
4m2Wy1tS-zAen,24.0000,70000.0000,Rent,0,jZp3go9E-wEJT,Education,A,10000.0000,7.29,0,0.14,ghxos6uP-qzl2,N,4.0000
hvkTQGus-25Hn,21.0000,84000.0000,Mortgage,5,LasrPqM5-KTGH,Education,B,2500.0000,9.99,0,0.03,PLFEUmZD-hZ7B,N,4.0000
yOqAJmK5-OdgH,27.0000,21600.0000,Own,1,ZGIMoBKW-cTjY,Personal,A,4200.0000,7.49,0,0.19,NpAqzGt3-Pnmk,N,6.0000
42LtRtXE-rL0e,25.0000,56950.0000,Rent,9,tpdTSCpY-Kz7M,Medical,C,5000.0000,13.92,1,0.07,ISauZKeR-H4iW,N,4.0000
cPJxsEUi-8ZHB,23.0000,60000.0000,Mortgage,0,9i4uruop-CF1R,Education,B,10000.0000,11.26,0,0.17,voAHm6SU-OStx,N,3.0000
zFT9PceS-B23z,49.0000,115000.0000,Rent,16,24eJkRvc-1cAs,Personal,B,10000.0000,10.37,0,0.09,JjR8cw6i-O9Mi,N,17.0000
P0hBShaQ-fIPF,24.0000,36000.0000,Rent,0,oF0Jfz4v-XgCh,Debtconsolidation,A,4000.0000,7.4,0,0.11,1CibJeDk-8HK5,N,4.0000
6wkyNTR2-k9Ko,26.0000,75000.0000,Mortgage,4,UHqn1XMA-g5ts,Homeimprovement,A,7000.0000,6.99,0,0.09,TIZKQFoC-fJvl,N,2.0000
8DjBJzyW-T2gr,25.0000,45996.0000,Rent,2,Gvk24dtd-kvqi,Debtconsolidation,G,5000.0000,11.013104465037149,1,0.11,PaXTMIhc-0Uxn,Y,4.0000
L6xNeiad-I2tM,30.0000,45000.0000,Rent,5,bGYOXxOp-c45e,Personal,A,10000.0000,7.51,0,0.22,k23UyAEY-fQYm,N,7.0000
lYe5XOTx-t5Ku,26.0000,30000.0000,Mortgage,0,e4eDK07g-oaxk,Venture,A,3500.0000,8,0,0.12,LLb2byA9-5PUW,N,4.0000
hOdLubvh-4dop,23.0000,25000.0000,Rent,1,bKCkxcSI-5TA0,Personal,A,7100.0000,7.9,0,0.28,jNoSpQy0-vnio,N,2.0000
RPRgWyUu-9gUl,27.0000,49000.0000,Rent,11,kzXJSkBa-Qcmd,Medical,C,6000.0000,15.27,0,0.12,z1xBKnG4-1XPJ,Y,9.0000
GlHIxtWn-OgRu,27.0000,39000.0000,Rent,1,NHiWr3Qq-IWoA,Personal,B,4000.0000,10.74,0,0.1,MMdQ7Fmx-IobB,N,9.0000
PkB2X6HQ-x1gX,33.0000,46709.0000,Mortgage,4.787874228975478,d2dPFymZ-vzQr,Education,B,6200.0000,10.99,0,0.13,7gsixffm-WG8m,N,8.0000
kqTmPGru-gqIs,37.0000,59000.0000,Mortgage,3,kw0xDi0F-Oask,Homeimprovement,B,9000.0000,10.25,0,0.15,ZEA4eIgK-Mj7G,N,13.0000
79eblQc8-HzRt,24.0000,26400.0000,Rent,5,Siz0ag53-G3fF,Medical,A,5000.0000,7.9,0,0.19,fQroQX4Y-wunE,N,4.0000
4QeGQidN-QPXv,26.0000,79560.0000,Mortgage,10,Ala8rCRs-dAJq,Debtconsolidation,B,8000.0000,12.53,0,0.1,IK0NpDun-21ft,N,4.0000
dh8nrKGW-cc2p,24.0000,42000.0000,Mortgage,4,ZmXAUFa9-APf6,Homeimprovement,A,12000.0000,6.99,0,0.29,dyOR5koP-D5Px,N,3.0000
02gjGL3N-jyLr,31.0000,30000.0000,Rent,5,ybY2QACb-DbsB,Personal,C,6000.0000,13.23,0,0.2,0AvQtU25-8oDI,N,5.0000
HTw8il3b-q9DY,22.0000,45000.0000,Mortgage,3,SXHL1ug8-kBIP,Education,B,15000.0000,11.36,0,0.33,FhUTjBtr-k4NE,N,2.0000
IduvTqUp-EA2h,27.0000,67000.0000,Rent,1,zKLlhsfP-zvTk,Debtconsolidation,C,2800.0000,13.04,0,0.04,oBRCaE3M-hPAC,N,10.0000
0lGoCTS9-fDS8,24.0000,9960.0000,Rent,4,ztp4tqma-v6zU,Venture,A,1200.0000,7.29,0,0.12,sZBALn0Z-Us7Q,N,4.0000
13Xn66KP-l38G,25.0000,54000.0000,Rent,7,DdgPRorA-zw2X,Homeimprovement,A,7575.0000,6.99,0,0.14,CBGfvUUO-jB8M,N,4.0000
Tr6CmRGQ-dlTU,37.0000,60000.0000,Mortgage,17,DTOeeDAA-NePb,Homeimprovement,A,6000.0000,9.32,0,0.1,02iks4Eh-Lmkn,N,16.0000
1reQM8Rd-Dh0I,28.0000,92801.0000,Mortgage,12,OTLvBSrK-1Shq,Medical,D,20000.0000,14.74,1,0.18,kq9Owv0L-eYo4,Y,8.0000
UTgwvzgU-wSEZ,25.0000,50000.0000,Rent,5,QIlt7Gl9-c2NT,Debtconsolidation,B,9000.0000,12.69,0,0.18,ULyItXIK-SfW1,N,3.0000
2rjesHP6-4Ck0,26.0000,40000.0000,Mortgage,6,8GFJhTU4-n1M9,Homeimprovement,B,6000.0000,11.99,0,0.15,Q09xjfh4-ekJR,N,2.0000
3BHBvNCl-0RqR,22.0000,62000.0000,Mortgage,5,PrYPiDgv-vQ9H,Education,B,9000.0000,10,0,0.15,YZehXaec-bkHY,N,2.0000
bJhuhmdM-YoBP,29.0000,55400.0000,Rent,2,3sSNGpJ2-p2no,Homeimprovement,C,7000.0000,10.28,0,0.13,lNxZqY66-Ihma,Y,6.0000
Bf509Rfd-9M3o,22.0000,45000.0000,Rent,0,zmpxugeK-X6lt,Personal,A,10500.0000,6.99,0,0.23,CHogzmWD-RQAR,N,2.0000
44JH1k9n-ZN5E,30.0000,48000.0000,Rent,3,wDCrIbYR-9WdJ,Venture,C,10000.0000,12.87,0,0.21,b9WJ6ePf-UZz3,Y,8.0000
IOAK7wBA-FuRW,29.0000,52000.0000,Rent,2,BDoGLOE3-Rcfi,Homeimprovement,D,11000.0000,15.62,1,0.21,QH38piHp-ht6z,Y,10.0000
Ly5QshcB-bbYG,25.0000,50000.0000,Mortgage,9,UgPNSr2I-OKAz,Education,A,5000.0000,5.79,0,0.1,S43gvfOr-bKWP,N,2.0000
ITtfKcxe-eeRk,30.0000,72000.0000,Rent,5,YHyMWCzS-ez3w,Education,C,20000.0000,13.79,0,0.28,dlBglAD5-Q1cq,N,7.0000
L79efhIa-gmuf,49.0000,86400.0000,Rent,0,ECbMmMMK-IK2G,Medical,C,4000.0000,11.013104465037149,0,0.05,uTD72Rdw-Ls3l,N,17.0000
h1aE1iw2-xuL8,24.0000,15000.0000,Rent,3,XSGG5Gd6-BkS1,Personal,E,4800.0000,16.95,1,0.32,bDXS3e67-XksP,N,3.0000
muf1OP6L-Dunw,23.0000,100000.0000,Mortgage,4,vJElHcMy-e0Br,Venture,E,25000.0000,17.14,0,0.25,Po9EekXF-tvhE,Y,2.0000
mDdgLFfd-a1I2,32.0000,30996.0000,Mortgage,1,Nt9zw6K6-yTpD,Education,C,2400.0000,13.8,0,0.08,EZ5gnyOw-HvE7,Y,7.0000
2zQYxR39-PNHv,22.0000,65000.0000,Rent,0,UwEQvmIp-R6zZ,Education,A,3000.0000,6.99,0,0.05,MdKKYa7N-I5UX,N,4.0000
ytHtgLYi-NgyY,24.0000,45996.0000,Rent,3,TfQl6b0n-lfoB,Education,E,12000.0000,15.68,0,0.26,JUZhKzhJ-RELE,Y,3.0000
wNc036Cj-ZgH2,25.0000,96000.0000,Mortgage,0,lsy2PjiN-Edw2,Venture,B,5000.0000,11.83,0,0.05,wylXWaWR-xuwU,N,4.0000
rZzXRrNq-PN8b,27.0000,49000.0000,Rent,0,3BQpg2p6-pN16,Medical,B,11000.0000,11.013104465037149,0,0.22,SgZQkPXk-zAa3,N,10.0000
E31Tnx1g-af9S,26.0000,28000.0000,Rent,7,PPo7FqBh-4ACt,Medical,A,6500.0000,7.51,0,0.23,4a40nmh0-EWxd,N,3.0000
iLPCQHd1-cyvZ,27.0000,21840.0000,Rent,0,ZoGb5338-0oxo,Venture,E,6500.0000,16.35,1,0.3,0OdfOf4p-oaCQ,N,7.0000
wc3kK3q4-kFXK,25.0000,84000.0000,Mortgage,8,MTv8rZoi-M8N3,Venture,B,6000.0000,10.62,0,0.07,tNEK3bbT-rP1v,N,4.0000
hFHTJ1IN-H8Tq,22.0000,31800.0000,Rent,4.787874228975478,jOQWMKd1-EYSX,Debtconsolidation,A,12000.0000,5.42,1,0.38,Lz1H96x0-UYtj,N,2.0000
FQErhXS2-IPdF,38.0000,47004.0000,Rent,2,zxZ40EUD-iE7z,Medical,C,4775.0000,11.013104465037149,0,0.1,IcQRshwG-d84r,N,13.0000
gXDZrXCT-aBgc,22.0000,40000.0000,Mortgage,1,bTHjJk4K-3y75,Education,B,13025.0000,10.14,0,0.33,Cq5zYZe0-6a1U,N,3.0000
pvqC0qXp-YuAS,25.0000,50300.0000,Mortgage,3,GsUF5aXE-2dEW,Homeimprovement,E,1000.0000,18.39,0,0.02,sp2rSJX4-IQIr,Y,3.0000
PapNpChf-Bg3y,28.0000,50400.0000,Mortgage,4,pATKO77E-UaTp,Venture,A,12000.0000,11.013104465037149,0,0.24,LrL1xB0e-Wg5o,N,8.0000
FROg6cgS-qneI,29.0000,96000.0000,Rent,3,yOitvFUd-5fjZ,Homeimprovement,B,6400.0000,11.49,0,0.07,LLrQ2Ttg-IajS,N,8.0000
zhb9WNs4-6S0G,31.0000,29760.0000,Mortgage,0,NhLsxwKZ-rA5H,Medical,A,10000.0000,9.63,0,0.34,Wwa8ody4-fXaO,N,10.0000
ZDmhmIyY-7vjm,24.0000,64151.0000,Rent,0,h0aGKOYE-bwQ4,Venture,B,5000.0000,11.86,0,0.08,gzEtxUEr-t7kg,N,2.0000
y3q8lrI2-fG4U,31.0000,95000.0000,Rent,3,PhP6uQRe-xBcv,Homeimprovement,D,24000.0000,13.67,0,0.25,YUtTZ2LQ-Pjdp,Y,10.0000
EKOIvLZr-bMcS,32.0000,60040.0000,Rent,1,ubZSKIvm-hxdK,Venture,B,5000.0000,8.88,0,0.08,xAH0NMeF-1PL8,N,10.0000
RooKDIGu-pWO3,22.0000,111000.0000,Rent,1,b9iLznpz-T0aa,Venture,B,15000.0000,10.62,0,0.14,d6BRNPKe-oU9z,N,3.0000
aiyWX7PN-NXxT,22.0000,33685.0000,Mortgage,6,ww5pJwH8-KQqi,Education,C,5000.0000,13.85,0,0.15,gdc9FLo9-o801,N,3.0000
kNQvBog8-JOpj,28.0000,52000.0000,Own,6,S9Yf2Uc7-52bS,Homeimprovement,B,14000.0000,12.42,0,0.27,spD9ggvu-4h2q,N,10.0000
ALxeclYJ-d5qE,30.0000,57000.0000,Rent,4,aQonJSxW-fxEY,Venture,C,7500.0000,14.27,0,0.13,1FSaaiqi-90YF,N,5.0000
nyk4I3gE-WKO1,26.0000,30000.0000,Rent,8,9Ds1NDAs-ilDd,Education,A,9000.0000,5.99,1,0.3,6QfQaBW1-p8kH,N,2.0000
d0YKAkj2-54B8,24.0000,31200.0000,Rent,2,6MzipzIg-k98R,Venture,C,8400.0000,13.23,0,0.27,TO1tXjKk-ixr2,N,3.0000
Cvb4O2jp-wHu1,22.0000,28800.0000,Rent,3,FYZdalOY-opC5,Medical,A,2000.0000,8.49,0,0.07,0tn2d3Ra-g1Yf,N,2.0000
iJo4kdW3-mI9r,34.0000,160000.0000,Mortgage,14,809pCJZ8-s9dD,Debtconsolidation,C,25000.0000,13.49,0,0.16,kiitkyZR-mots,N,5.0000
mJNSUGJt-EdMo,28.0000,38643.0000,Rent,7,WrRZpZ1l-WbOU,Personal,B,12000.0000,11.58,1,0.31,Rpi0b7On-qN7B,N,8.0000
gbLzlMF9-kHDf,35.0000,62000.0000,Mortgage,9,NrK7jAmv-tdLd,Homeimprovement,B,13000.0000,9.25,1,0.21,TACSdk65-yeyj,N,10.0000
QUqpmDHx-mbF9,23.0000,40000.0000,Rent,2,YFoeyrDA-QQNl,Education,A,1000.0000,6.03,0,0.03,Mu00XnnR-MJoP,N,2.0000
ky84FDAQ-AHtS,29.0000,99400.0000,Mortgage,3,EwpT7gMH-h0bl,Venture,A,6000.0000,6.92,0,0.06,3zg10afF-zGqT,N,7.0000
p8obJuWe-1EUy,23.0000,95000.0000,Mortgage,7,GwxydcST-U7Cy,Venture,B,12000.0000,11.99,0,0.13,IK27ALaB-ewXh,N,3.0000
hfjenzyG-dIxU,41.0000,57000.0000,Mortgage,11,edbRCiAq-jryH,Personal,A,10000.0000,7.51,0,0.18,K56kWxbm-fbhd,N,12.0000
BOf5hlNL-vwNz,44.0000,95000.0000,Mortgage,4,4k9xNU2J-pXG5,Venture,B,10000.0000,10.95,0,0.11,LF5Zj55v-vyPb,N,15.0000
tsaXnD8A-CaFa,27.0000,112000.0000,Mortgage,5,UfHGYXlW-6KME,Personal,A,8000.0000,6.17,0,0.07,3hh6Zc1S-IrpH,N,8.0000
JgaAqPR2-qcSI,25.0000,30200.0000,Mortgage,9,n50J6Yzq-QupZ,Homeimprovement,B,15000.0000,10.2,0,0.5,lYCuRakS-Q7Dw,N,2.0000
K1S24ZU7-GLxU,24.0000,58000.0000,Mortgage,3,c6kJy7WG-X7eu,Personal,D,15000.0000,11.013104465037149,0,0.26,oz2unxoC-e5Sb,N,4.0000
nlmDriML-oMlN,22.0000,62004.0000,Mortgage,6,D28wiyFb-Rpxo,Education,A,3600.0000,7.37,0,0.06,lOBqNk1n-rSLE,N,2.0000
AocLT5g0-jKdg,36.0000,37000.0000,Mortgage,3,5qixwRGE-FkmY,Personal,A,7000.0000,6.91,0,0.19,iBYeNNiR-FjLw,N,13.0000
9NYKuatn-rDPu,37.0000,86000.0000,Rent,0,8kYWFaE0-bwue,Personal,A,6000.0000,7.14,0,0.07,O884t1kp-LaBE,N,17.0000
lNh1ioty-uL1G,23.0000,77004.0000,Mortgage,6,CPndc1jf-4kOA,Medical,A,12000.0000,5.79,0,0.16,IwZrEtno-zrEH,N,3.0000
RXJE05dg-ncwX,24.0000,28000.0000,Rent,9,xSInfp2H-ms4N,Debtconsolidation,C,8000.0000,12.84,0,0.29,7WJi3mMA-4kTY,N,4.0000
J6GQU6pl-uk82,31.0000,75000.0000,Rent,0,MeYs4f2J-Fhc8,Medical,B,5000.0000,10.75,0,0.07,PPkGFZAz-OChN,N,6.0000
20IjL03s-JFxQ,22.0000,85000.0000,Mortgage,6,fKOZ948r-E1WP,Venture,C,10000.0000,13.99,0,0.12,vmPIQN6O-mWC8,Y,4.0000
P3yBHNCr-KqLo,28.0000,56664.0000,Mortgage,12,ttgTHnLn-jgy5,Personal,D,16300.0000,14.91,1,0.29,iugSoILa-wESd,Y,10.0000
SPxsytwj-lqH7,29.0000,9600.0000,Rent,1,jSKxT0zU-ep3c,Debtconsolidation,B,2600.0000,12.69,1,0.27,wZFUgNCM-iHyz,N,7.0000
cFjYbOD1-XThs,28.0000,30000.0000,Rent,5,U0YqCR6S-dBcn,Personal,B,5825.0000,9.99,0,0.19,rwKXqdEB-xhBM,N,9.0000
Ut3zAB4m-4I3q,21.0000,15360.0000,Rent,0,d31j0CUt-rR8L,Education,B,1600.0000,12.69,0,0.1,gUJ4ZurC-ijwh,N,2.0000
UZAoqpla-p7Lo,25.0000,58000.0000,Mortgage,9,4QCDYQck-sFXj,Medical,A,8500.0000,7.14,0,0.15,17McEOUA-Yftm,N,3.0000
o3OTJOaH-vwRP,28.0000,124800.0000,Mortgage,1,4qZoA6Nq-t2I9,Venture,C,15000.0000,12.53,0,0.12,Nhr7lb4v-GtQr,Y,5.0000
Lgw44QAY-TLlL,24.0000,62000.0000,Rent,4,Dj95iZLW-HzMi,Education,C,2000.0000,13.49,0,0.03,kONgcwzp-mkve,N,3.0000
rqvU6Dv9-zhyo,28.0000,52000.0000,Rent,12,P6wK0IEW-7vwy,Venture,A,10000.0000,6.92,0,0.19,IjkwNnRA-MDaK,N,8.0000
W6R2HYrO-sFYN,26.0000,20000.0000,Mortgage,1,ZxzfoPcu-S5kA,Personal,A,1500.0000,7.74,0,0.07,vDts8WMc-rEGQ,N,3.0000
ObGr6rZN-7szL,24.0000,40000.0000,Mortgage,2,I5HlUmAe-dIqF,Homeimprovement,B,2500.0000,9.99,0,0.06,XW6TceXo-9m6c,N,2.0000
rlKOOY7y-Xf8K,23.0000,61615.0000,Mortgage,4,cdgbICN5-8x2a,Medical,B,13000.0000,10.62,0,0.21,hse8xEJp-mUK3,N,3.0000
iyXoCjeN-zqZn,23.0000,55000.0000,Rent,4,djoGTOIJ-DMWz,Education,B,25000.0000,11.36,1,0.45,WgjMLmXY-SpMC,N,3.0000
WwGmATlP-KWuB,38.0000,72000.0000,Mortgage,10,ZU8JYJa5-02vc,Education,C,15000.0000,13.49,0,0.21,O4G1633P-eJA0,N,17.0000
R0Fwd9lP-TyQu,29.0000,82710.0000,Rent,2,H7oke44M-yL4U,Personal,C,8000.0000,13.49,0,0.1,v413jSGd-Bc7C,Y,9.0000
FhFoFUOj-pQ1U,24.0000,43000.0000,Mortgage,6,2QlQFPmm-L6yq,Medical,B,6000.0000,10.65,0,0.14,ony3cXhJ-RjOB,N,3.0000
Fg7GZLTN-hkiM,24.0000,27600.0000,Mortgage,1,X6fo4PRn-jknR,Personal,C,2000.0000,14.27,0,0.07,bL5D3Icy-EOu5,Y,2.0000
5HxSTRH8-57ej,32.0000,40500.0000,Rent,0,lDZnu9we-ib1a,Venture,C,6000.0000,14.26,0,0.15,fIIXQxSW-infh,Y,5.0000
b9I4CtvU-phlC,24.0000,29120.0000,Rent,0,ronyFIYY-dtQJ,Education,B,5000.0000,10.99,0,0.17,FRJDAI63-8fBK,N,4.0000
rpusB0hn-nCs9,23.0000,92000.0000,Mortgage,7,iLQIfHH3-1ZLE,Venture,E,10000.0000,16.7,0,0.11,6PfgTIYo-Gr70,Y,2.0000
QnR2969u-4z2P,30.0000,32400.0000,Rent,0,MMgOthRJ-Qwq5,Personal,C,9000.0000,11.22,0,0.28,pjgYMZXB-6jtD,N,10.0000
Bk0kHQAd-IUua,26.0000,48000.0000,Mortgage,10,6XT6iRIv-nXNS,Venture,A,4000.0000,11.013104465037149,0,0.08,QTYZ4mvT-KtJ5,N,2.0000
akWxdj8B-Y52d,22.0000,35000.0000,Rent,7,qW2zIQRp-Sg5Z,Education,B,6000.0000,11.013104465037149,0,0.17,2Jc9SZhO-aAAk,N,2.0000
5ZNDyihC-zSYh,26.0000,85000.0000,Mortgage,4.787874228975478,QiQ5Yy36-uHiP,Debtconsolidation,B,6000.0000,9.88,0,0.07,s3UuAlag-FLLJ,N,2.0000
2oDbCQGL-dD5D,25.0000,39000.0000,Own,3,pUj9tD1u-LY5J,Medical,B,3600.0000,11.86,0,0.09,NfISjFJG-uuXW,N,2.0000
DKBhYNlz-YTgm,25.0000,69000.0000,Mortgage,7,8MpIiusC-mkb5,Homeimprovement,A,9600.0000,7.49,0,0.14,Jku9uJ9W-PwQF,N,3.0000
SopiNR7C-iLNc,22.0000,72321.0000,Rent,6,BLdZDC1F-Zw4E,Personal,B,6650.0000,11.013104465037149,0,0.09,vnahEWbA-cTiU,N,4.0000
LuAqGbMi-XI9v,26.0000,44000.0000,Rent,0,k3dnaaou-Uzmj,Medical,B,3075.0000,10.99,0,0.07,Z109hhQC-cEzX,N,3.0000
q80YftMq-ARUF,26.0000,55000.0000,Mortgage,6,XyAH1y7R-HyWy,Education,A,11500.0000,8.9,0,0.21,Kra4HxnA-6MaB,N,4.0000
BTv0dlFh-P9t3,33.0000,62800.0000,Rent,3,FHcSocDI-7Wnh,Personal,C,16000.0000,13.11,0,0.25,Zb7ml1ZB-isBN,Y,5.0000
LjJXcEcG-Zfds,29.0000,40000.0000,Rent,2,v4hO2zBU-7YAr,Venture,C,9000.0000,14.27,0,0.23,gzaPAxq6-qHjo,Y,5.0000
86ZqvJLd-L3DN,32.0000,29500.0000,Mortgage,4,oEb86PyZ-5rC7,Debtconsolidation,B,7000.0000,10,1,0.24,5hljuzK9-x1sd,N,9.0000
7X6ObWgj-3L6R,23.0000,144000.0000,Own,1,baDXnoQF-9Sxo,Venture,A,6800.0000,7.49,0,0.05,v2QTb7ey-OCGO,N,2.0000
5avrDHQu-KTgc,27.0000,150000.0000,Mortgage,1,MB5OxjyN-5k1i,Venture,B,12000.0000,11.89,0,0.08,FPHJiYgO-5kEP,N,5.0000
EFjRdEU4-OUlf,23.0000,60000.0000,Rent,7,ySGKI5d0-4IcM,Debtconsolidation,B,25000.0000,10.25,1,0.42,6198aGbx-bkdh,N,2.0000
7eOJWTm5-LXOA,26.0000,43873.0000,Own,4.787874228975478,bgL6abwG-yRx7,Homeimprovement,D,17500.0000,16.32,0,0.4,zkL7vu2t-3bfL,N,3.0000
57Xv669D-XRib,24.0000,46000.0000,Rent,8,vh6b3E2u-T2ZB,Debtconsolidation,A,5700.0000,7.66,0,0.12,w3fKU8E6-7Lyg,N,3.0000
bAkShU5t-khwG,27.0000,24000.0000,Rent,4,v0ekJTyf-gkNl,Debtconsolidation,B,7000.0000,10.75,0,0.29,JWp6wH8I-xdbs,N,10.0000
URYLcOUN-G8WQ,24.0000,21600.0000,Mortgage,0,gzaPveLx-ubqz,Debtconsolidation,D,2000.0000,14.84,1,0.09,7D1tlsej-qkEf,N,2.0000
LXFGNGQE-4Pbp,23.0000,44064.0000,Rent,0,W9ZPqlQy-Puqd,Education,B,9500.0000,11.26,0,0.22,2I1kq3UR-3H3w,N,2.0000
jUwa5wx2-bq1D,24.0000,73000.0000,Mortgage,7,pH12eLRo-wvzX,Debtconsolidation,A,14400.0000,8.94,0,0.2,bX8pdsaP-RbpU,N,2.0000
WPFeu3p2-ZCHO,22.0000,30500.0000,Rent,0,qQBNectD-BpRR,Education,A,7025.0000,6.54,1,0.23,ATfUXDJY-zI0Y,N,4.0000
gGxLYv98-Misc,22.0000,60000.0000,Rent,7,HEuQ40f3-Mjc1,Venture,A,14000.0000,7.88,0,0.23,rOZgJBp8-oIDf,N,2.0000
DUaccsdn-nydd,31.0000,77500.0000,Rent,4,AICDcW2S-0zbv,Education,D,10000.0000,16.49,0,0.13,Rnk4DUuo-hPrp,Y,7.0000
